Intel ø·Ó£i7 6500U @ 2.5GHz,Intel Core i7-6500U @ 2.50GHz,4432
AMD A12-9700P @ 2.5GHz,AMD A12-9700P,3769
AMD A10-9600P @ 2.4GHz,AMD A10-9600P,3807
AMD A10-9600P @ 2.4GHz,AMD A10-9600P,3807
Intel ø·Ó£i5 7200U @ 2.5GHz,Intel Core i5-7200U @ 2.50GHz,4661
Intel ø·Ó£i5 7200U @ 2.5GHz,Intel Core i5-7200U @ 2.50GHz,4661
Intel ø·Ó£i7 7500U @ 2.7GHz,Intel Core i7-7500U @ 2.70GHz,5217
Intel ø·Ó£i5 7200U @ 2.5GHz,Intel Core i5-7200U @ 2.50GHz,4661
Intel ø·Ó£i5 7200U @ 2.5GHz,Intel Core i5-7200U @ 2.50GHz,4661
Intel ±ºÃ⁄Àƒ∫À N4200 @ 1.1GHz,Intel Pentium N4200 @ 1.10GHz,2011
Intel ø·Ó£i7 7500U @ 2.7GHz,Intel Core i7-7500U @ 2.70GHz,5217
